time,open,high,low,close,tick_volume,spread,real_volume
1389657600,1.6387800000000001,1.6463299999999998,1.63669,1.64318,53646,0,0
1389744000,1.64325,1.6436899999999999,1.63222,1.63601,63863,0,0
1389830400,1.63612,1.63815,1.63124,1.6345800000000001,57297,0,0
1389916800,1.63445,1.6457600000000001,1.6308799999999999,1.6417000000000002,57879,0,0
1390089600,1.64167,1.6419700000000002,1.6409099999999999,1.64165,1954,0,0
1390176000,1.64167,1.64517,1.63945,1.64248,26717,0,0
1390262400,1.64252,1.64848,1.6399,1.64727,60658,0,0
1390348800,1.64723,1.65859,1.6449500000000001,1.6560700000000002,40229,0,0
1390435200,1.65603,1.66417,1.65556,1.66309,77030,0,0
1390521600,1.66311,1.66677,1.64729,1.64737,75441,0,0
1390694400,1.64826,1.65043,1.64723,1.64908,3188,0,0
1390780800,1.64903,1.65877,1.6478199999999998,1.65727,55031,0,0
1390867200,1.6572200000000001,1.66246,1.6534900000000001,1.65665,54354,0,0
1390953600,1.65667,1.66064,1.65251,1.65567,31324,0,0
1391040000,1.65567,1.65633,1.6444100000000001,1.6494900000000001,65214,0,0
1391126400,1.6492499999999999,1.64973,1.64272,1.64348,60798,0,0
1391299200,1.64282,1.64395,1.64101,1.64356,2611,0,0
1391385600,1.6436199999999999,1.64365,1.62893,1.63076,72819,0,0
1391472000,1.63076,1.6343800000000002,1.6256,1.6328399999999998,64762,0,0
1391558400,1.6328399999999998,1.63402,1.62517,1.63227,69264,0,0
1391644800,1.63236,1.6348,1.62718,1.63195,68601,0,0
1391731200,1.63188,1.6417000000000002,1.62994,1.64059,66504,0,0
1391904000,1.63948,1.64139,1.6392099999999998,1.64073,1382,0,0
1391990400,1.64074,1.64268,1.63825,1.6404,49319,0,0
1392076800,1.64043,1.64869,1.63916,1.64462,66326,0,0
1392163200,1.64466,1.6617199999999999,1.64249,1.66073,48394,0,0
1392249600,1.66073,1.66723,1.6599599999999999,1.66544,74726,0,0
1392336000,1.66552,1.67546,1.66435,1.6744599999999998,59390,0,0
1392508800,1.67652,1.6773500000000001,1.67452,1.67618,1297,0,0
1392595200,1.67619,1.6821700000000002,1.6694499999999999,1.6717300000000002,32034,0,0
1392681600,1.67179,1.67408,1.6654200000000001,1.66811,71696,0,0
1392768000,1.66818,1.67334,1.6636199999999999,1.66754,40356,0,0
1392854400,1.6675900000000001,1.66989,1.66242,1.6660300000000001,69778,0,0
1392940800,1.66615,1.67245,1.66107,1.66136,72280,0,0
1393113600,1.6619000000000002,1.66327,1.66171,1.663,827,0,0
1393200000,1.66303,1.66783,1.65829,1.66541,61697,0,0
1393286400,1.66532,1.67267,1.66411,1.6674099999999998,61012,0,0
1393372800,1.6674099999999998,1.67011,1.66211,1.6665,70755,0,0
1393459200,1.66652,1.66982,1.6615600000000001,1.66899,50156,0,0
1393545600,1.66902,1.67679,1.6675499999999999,1.67397,78200,0,0
1393718400,1.67253,1.67443,1.67057,1.6733,4405,0,0
1393804800,1.67333,1.67504,1.66524,1.66638,73404,0,0
1393891200,1.66639,1.67157,1.66391,1.66639,59310,0,0
1393977600,1.66645,1.67416,1.66555,1.67124,55965,0,0
1394064000,1.67119,1.67767,1.6684700000000001,1.67401,71566,0,0
1394150400,1.67401,1.67854,1.6705999999999999,1.6712500000000001,62718,0,0
1394323200,1.6722000000000001,1.67313,1.67154,1.67293,2192,0,0
1394409600,1.67291,1.67402,1.66214,1.66365,57367,0,0
1394496000,1.6637499999999998,1.66527,1.65956,1.66186,55942,0,0
1394582400,1.66185,1.6635499999999999,1.65674,1.66167,63080,0,0
1394668800,1.6617,1.67161,1.6606,1.66202,75752,0,0
1394755200,1.66198,1.6648,1.65866,1.6640899999999998,67040,0,0
1394928000,1.66388,1.66453,1.66295,1.66398,2111,0,0
1395014400,1.66385,1.66655,1.6604299999999999,1.6638,48589,0,0
1395100800,1.66361,1.6646999999999998,1.6545,1.65944,64732,0,0
1395187200,1.65947,1.66536,1.65076,1.65314,76032,0,0
1395273600,1.65323,1.6568,1.6479599999999999,1.6505999999999998,65868,0,0
1395360000,1.65055,1.6519300000000001,1.64748,1.64851,48050,0,0
1395532800,1.64665,1.64957,1.64616,1.64919,2483,0,0
1395619200,1.64912,1.65355,1.64649,1.64959,52577,0,0
1395705600,1.64953,1.65489,1.6481,1.65314,63846,0,0
1395792000,1.65303,1.65963,1.65111,1.65766,37719,0,0
1395878400,1.65762,1.66464,1.65547,1.66062,65293,0,0
1395964800,1.66065,1.66505,1.65984,1.6631200000000002,54027,0,0
1396137600,1.66507,1.66507,1.66378,1.66455,2728,0,0
1396224000,1.66424,1.6683599999999998,1.66112,1.6663299999999999,65269,0,0
1396310400,1.66629,1.6673900000000001,1.66178,1.66289,49661,0,0
1396396800,1.66277,1.6663299999999999,1.6619199999999998,1.66252,48824,0,0
1396483200,1.66254,1.666,1.65693,1.6596600000000001,61793,0,0
1396569600,1.6596600000000001,1.6604999999999999,1.65491,1.65674,52452,0,0
1396742400,1.65686,1.65815,1.65664,1.6577899999999999,1214,0,0
1396828800,1.65771,1.66234,1.65648,1.66069,44608,0,0
1396915200,1.6607699999999999,1.6753900000000002,1.6605699999999999,1.67463,56509,0,0
1397001600,1.6745,1.68003,1.6723599999999998,1.6798600000000001,59671,0,0
1397088000,1.6798600000000001,1.68195,1.67534,1.6775600000000002,55366,0,0
1397174400,1.67747,1.67865,1.67163,1.6729,49187,0,0
1397347200,1.67255,1.6738499999999998,1.67242,1.67276,1301,0,0
1397433600,1.67278,1.6743000000000001,1.6695799999999998,1.6725400000000001,50000,0,0
1397520000,1.67245,1.67481,1.6657600000000001,1.67231,52558,0,0
1397606400,1.67231,1.68173,1.6719,1.68017,55982,0,0
1397692800,1.6802700000000002,1.6841300000000001,1.6773500000000001,1.67814,31168,0,0
1397779200,1.6782,1.6800000000000002,1.67734,1.67849,18342,0,0
1397952000,1.6795499999999999,1.68012,1.67811,1.6783299999999999,1988,0,0
1398038400,1.67842,1.6818300000000002,1.6783000000000001,1.6789,15147,0,0
1398124800,1.67882,1.68388,1.67847,1.68208,42771,0,0
1398211200,1.68215,1.68351,1.67619,1.67815,31622,0,0
1398297600,1.67818,1.68107,1.67646,1.68066,46391,0,0
1398384000,1.68068,1.68283,1.6789399999999999,1.67956,36054,0,0
1398556800,1.68011,1.6806100000000002,1.67942,1.6803,1483,0,0
1398643200,1.68021,1.68571,1.67766,1.68078,48992,0,0
1398729600,1.6808,1.68464,1.6792,1.68235,47750,0,0
1398816000,1.68236,1.6900300000000001,1.68046,1.68736,37763,0,0
1398902400,1.68749,1.69194,1.68706,1.68932,27405,0,0
1398988800,1.68923,1.68944,1.68209,1.68678,47437,0,0
1399161600,1.6879499999999998,1.68812,1.68695,1.68774,1055,0,0
1399248000,1.6877499999999999,1.68818,1.68527,1.6867100000000002,23598,0,0
1399334400,1.68666,1.6995900000000002,1.68655,1.6974200000000002,53371,0,0
1399420800,1.69741,1.69856,1.6948699999999999,1.6953200000000002,45918,0,0
1399507200,1.69535,1.6974,1.6923300000000001,1.69329,61404,0,0
1399593600,1.6933,1.6937600000000002,1.68313,1.68449,50265,0,0
1399766400,1.68423,1.68593,1.68423,1.68582,1519,0,0
1399852800,1.6858499999999998,1.69027,1.6846700000000001,1.68713,39972,0,0
1399939200,1.68716,1.68824,1.68186,1.683,59630,0,0
1400025600,1.68302,1.6874099999999999,1.6752799999999999,1.67666,40310,0,0
1400112000,1.67675,1.68053,1.67306,1.67922,40177,0,0
1400198400,1.6792099999999999,1.68399,1.67822,1.6806100000000002,46515,0,0
1400371200,1.6808999999999998,1.68236,1.6808999999999998,1.6822599999999999,1619,0,0
1400457600,1.68229,1.68439,1.68045,1.68134,55786,0,0
1400544000,1.68136,1.6862599999999999,1.6801300000000001,1.6836,51545,0,0
1400630400,1.68361,1.69203,1.68299,1.68957,64100,0,0
1400716800,1.68967,1.6917,1.68506,1.6865299999999999,55755,0,0
1400803200,1.68647,1.68749,1.68123,1.68256,51812,0,0
1400976000,1.6834500000000001,1.68369,1.6816,1.68315,2114,0,0
1401062400,1.68316,1.6853,1.68254,1.68426,31973,0,0
1401148800,1.68426,1.6881599999999999,1.6782,1.6808800000000002,62873,0,0
1401235200,1.68098,1.68152,1.6696900000000001,1.67122,41438,0,0
1401321600,1.67134,1.67401,1.6692200000000001,1.67215,56151,0,0
1401408000,1.67218,1.6776900000000001,1.67158,1.67524,53814,0,0
1401580800,1.6762899999999998,1.6766299999999998,1.67483,1.67543,1691,0,0
1401667200,1.67522,1.6760899999999999,1.67239,1.67416,52295,0,0
1401753600,1.6741899999999998,1.67818,1.67303,1.67388,36167,0,0
1401840000,1.67389,1.67676,1.66982,1.6737600000000001,56069,0,0
1401926400,1.67366,1.6824599999999998,1.67218,1.6806100000000002,80159,0,0
1402012800,1.68064,1.68435,1.67804,1.67973,58994,0,0
1402185600,1.67994,1.68103,1.67926,1.68057,2226,0,0
1402272000,1.68059,1.68317,1.67834,1.6801300000000001,48554,0,0
1402358400,1.68017,1.6816900000000001,1.67422,1.67465,56359,0,0
1402444800,1.67473,1.6809500000000002,1.67367,1.6789,56344,0,0
1402531200,1.6789800000000001,1.69573,1.67888,1.69542,75461,0,0
1402617600,1.69543,1.6991399999999999,1.69386,1.69615,71848,0,0
1402790400,1.69692,1.69771,1.69665,1.6975500000000001,3093,0,0
1402876800,1.6975799999999999,1.70103,1.69591,1.69761,61407,0,0
1402963200,1.6976200000000001,1.6988699999999999,1.69372,1.69597,57731,0,0
1403049600,1.69598,1.70017,1.6917499999999999,1.69962,47090,0,0
1403136000,1.69955,1.70621,1.6984,1.70376,64843,0,0
1403222400,1.70351,1.70597,1.70026,1.70103,52001,0,0
1403395200,1.70129,1.70224,1.70107,1.70195,1890,0,0
1403481600,1.7018900000000001,1.70488,1.7000899999999999,1.70229,51979,0,0
1403568000,1.70232,1.70313,1.6965400000000002,1.69793,51166,0,0
1403654400,1.6979600000000001,1.7003300000000001,1.69515,1.698,54818,0,0
1403740800,1.6980499999999998,1.70394,1.69703,1.70215,61505,0,0
1403827200,1.70221,1.70509,1.7006299999999999,1.7032699999999998,51569,0,0
1404000000,1.70292,1.70383,1.70213,1.7034099999999999,1876,0,0
1404086400,1.70332,1.7114500000000001,1.7008,1.71071,60995,0,0
1404172800,1.71071,1.71655,1.7095500000000001,1.71456,54057,0,0
1404259200,1.71456,1.7175799999999999,1.7139,1.71594,55778,0,0
1404345600,1.7159499999999999,1.7162600000000001,1.70932,1.7150400000000001,63108,0,0
1404432000,1.7150400000000001,1.7178900000000001,1.7130800000000002,1.71571,37753,0,0
1404604800,1.71634,1.71634,1.71482,1.71522,2298,0,0
1404691200,1.71517,1.71556,1.7107700000000001,1.71316,44514,0,0
1404777600,1.71323,1.71467,1.70851,1.71364,55008,0,0
1404864000,1.71365,1.7160199999999999,1.7093500000000001,1.7156,55746,0,0
